2019-04-12 10:40:24,954 INFO main - command line arguments: [-jvm4testexecution  /usr/lib/jvm/java-1.8.0-openjdk-amd64/bin  -mode  jmutrepair  -scope  global  -srcjavafolder  /src/java/  -srctestfolder  /src/test/  -binjavafolder  /target/classes/  -bintestfolder  /target/test-classes/  -location  defect4j_tests/math_86/  -dependencies  ./examples/libs/junit-4.4.jar  -flthreshold  0.5  -maxtime  100  -stopfirst  true]
2019-04-12 10:40:29,010 INFO main - -Executing Gzoltar classpath: /home/jan_gerling/astor/./outputMutation/AstorMain-math_86//bin//default from 194 classes with test cases
2019-04-12 10:40:29,014 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar fault localization: min susp value parameter: 0.5
2019-04-12 10:40:30,440 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - -gz-Adding classpath: [/home/jan_gerling/astor/./examples/libs/junit-4.4.jar, /home/jan_gerling/astor/./outputMutation/AstorMain-math_86//bin//default]
2019-04-12 10:40:50,840 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.linear.CholeskyDecompositionImplTest#testMath274
2019-04-12 10:40:50,841 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.linear.CholeskyDecompositionImplTest#testNotPositiveDefinite
2019-04-12 10:40:50,863 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar Test Result Total:1894, fails: 2, GZoltar suspicious 15671
2019-04-12 10:40:50,976 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar found: 1000 with susp > 0.5, we consider: 1000
2019-04-12 10:40:51,010 INFO main - building model: /home/jan_gerling/astor/./outputMutation/AstorMain-math_86//src//default, compliance level: 8
2019-04-12 10:41:05,480 INFO main - 
---- Initial suspicious size: 994
2019-04-12 10:41:05,602 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=991, susp=0.35355339059327373]
2019-04-12 10:41:05,636 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=992, susp=0.35355339059327373]
2019-04-12 10:41:05,650 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=993, susp=0.35355339059327373]
2019-04-12 10:41:05,661 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=994, susp=0.35355339059327373]
2019-04-12 10:41:05,670 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=995, susp=0.35355339059327373]
2019-04-12 10:41:05,678 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=996, susp=0.35355339059327373]
2019-04-12 10:41:05,694 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=998, susp=0.35355339059327373]
2019-04-12 10:41:05,730 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=1000, susp=0.35355339059327373]
2019-04-12 10:41:05,739 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=1002, susp=0.35355339059327373]
2019-04-12 10:41:05,770 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=1003, susp=0.35355339059327373]
2019-04-12 10:41:05,806 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=1005, susp=0.35355339059327373]
