2019-04-12 10:25:41,739 INFO main - command line arguments: [-jvm4testexecution  /usr/lib/jvm/java-1.8.0-openjdk-amd64/bin  -mode  jmutrepair  -scope  package  -srcjavafolder  /src/java/  -srctestfolder  /src/test/  -binjavafolder  /target/classes/  -bintestfolder  /target/test-classes/  -location  defect4j_tests/math_86/  -dependencies  ./examples/libs/junit-4.4.jar  -flthreshold  0.5  -maxtime  100  -stopfirst  true]
2019-04-12 10:25:45,610 INFO main - -Executing Gzoltar classpath: /home/jan_gerling/astor/./outputMutation/AstorMain-math_86//bin//default from 194 classes with test cases
2019-04-12 10:25:45,612 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar fault localization: min susp value parameter: 0.5
2019-04-12 10:25:46,921 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - -gz-Adding classpath: [/home/jan_gerling/astor/./examples/libs/junit-4.4.jar, /home/jan_gerling/astor/./outputMutation/AstorMain-math_86//bin//default]
2019-04-12 10:26:06,773 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.linear.CholeskyDecompositionImplTest#testMath274
2019-04-12 10:26:06,774 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.linear.CholeskyDecompositionImplTest#testNotPositiveDefinite
2019-04-12 10:26:06,796 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar Test Result Total:1894, fails: 2, GZoltar suspicious 15671
2019-04-12 10:26:06,887 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar found: 1000 with susp > 0.5, we consider: 1000
2019-04-12 10:26:06,944 INFO main - building model: /home/jan_gerling/astor/./outputMutation/AstorMain-math_86//src//default, compliance level: 8
2019-04-12 10:26:20,127 INFO main - 
---- Initial suspicious size: 994
2019-04-12 10:26:20,293 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=991, susp=0.35355339059327373]
2019-04-12 10:26:20,312 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=992, susp=0.35355339059327373]
2019-04-12 10:26:20,319 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=993, susp=0.35355339059327373]
2019-04-12 10:26:20,337 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=994, susp=0.35355339059327373]
2019-04-12 10:26:20,355 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=995, susp=0.35355339059327373]
2019-04-12 10:26:20,361 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=996, susp=0.35355339059327373]
2019-04-12 10:26:20,377 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=998, susp=0.35355339059327373]
2019-04-12 10:26:20,405 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=1000, susp=0.35355339059327373]
2019-04-12 10:26:20,423 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=1002, susp=0.35355339059327373]
2019-04-12 10:26:20,427 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=1003, susp=0.35355339059327373]
2019-04-12 10:26:20,443 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=1005, susp=0.35355339059327373]
2019-04-12 10:26:20,460 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=1007, susp=0.35355339059327373]
2019-04-12 10:26:20,466 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=1009, susp=0.35355339059327373]
2019-04-12 10:26:20,480 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=1012, susp=0.35355339059327373]
2019-04-12 10:26:20,486 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.linear.AbstractRealMatrix, methodName=org.apache.commons.math.linear.AbstractRealMatrix{toString()Ljava/lang/String; 0.0, lineNumber=1013, susp=0.35355339059327373]
