2019-04-12 03:43:46,564 INFO main - command line arguments: [-jvm4testexecution  /usr/lib/jvm/java-1.8.0-openjdk-amd64/bin  -mode  jgenprog  -scope  package  -srcjavafolder  /src/java/  -srctestfolder  /src/test/  -binjavafolder  /target/classes/  -bintestfolder  /target/test-classes/  -location  /home/jan_gerling/astor/defect4j_tests/math_71/  -dependencies  ./examples/libs/junit-4.4.jar  -flthreshold  0.1  -maxtime  100  -stopfirst  true]
2019-04-12 03:44:16,368 INFO main - -Executing Gzoltar classpath: /home/jan_gerling/astor/./outputMutation/AstorMain-math_71//bin//default from 234 classes with test cases
2019-04-12 03:44:16,453 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar fault localization: min susp value parameter: 0.1
2019-04-12 03:44:38,764 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - -gz-Adding classpath: [/home/jan_gerling/astor/./examples/libs/junit-4.4.jar, /home/jan_gerling/astor/./outputMutation/AstorMain-math_71//bin//default]
2019-04-12 03:50:49,507 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.random.RandomDataTest#testNextPoissonConsistency
2019-04-12 03:50:49,614 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.ode.nonstiff.ClassicalRungeKuttaIntegratorTest#testMissedEndEvent
2019-04-12 03:50:49,616 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.math.ode.nonstiff.DormandPrince853IntegratorTest#testMissedEndEvent
2019-04-12 03:50:49,717 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar Test Result Total:2169, fails: 3, GZoltar suspicious 17016
2019-04-12 03:50:50,713 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar found: 366 with susp > 0.1, we consider: 366
2019-04-12 03:50:51,073 INFO main - building model: /home/jan_gerling/astor/./outputMutation/AstorMain-math_71//src//default, compliance level: 8
2019-04-12 03:54:32,168 INFO main - 
---- Initial suspicious size: 366
2019-04-12 03:54:32,826 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.ode.events.EventState, methodName=org.apache.commons.math.ode.events.EventState{evaluateStep(Lorg/apache/commons/math/ode/sampling/StepInterpolator;)Z 0.0, lineNumber=231, susp=0.8164965809277261]
2019-04-12 03:54:32,827 INFO main -  Not ctClass for suspicious code Candidate [className=org.apache.commons.math.RetryTestCase, methodName=org.apache.commons.math.RetryTestCase{runTest()V 0.0, lineNumber=52, susp=0.5773502691896258]
2019-04-12 03:54:32,827 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.RetryTestCase, methodName=org.apache.commons.math.RetryTestCase{runTest()V 0.0, lineNumber=52, susp=0.5773502691896258]
2019-04-12 03:54:33,889 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.ode.nonstiff.AdaptiveStepsizeIntegrator, methodName=org.apache.commons.math.ode.nonstiff.AdaptiveStepsizeIntegrator{setInitialStepSize(D)V 0.0, lineNumber=155, susp=0.4082482904638631]
2019-04-12 03:54:37,513 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.RandomDataImpl, methodName=org.apache.commons.math.random.RandomDataImpl{nextPoisson(D)J 0.0, lineNumber=397, susp=0.3333333333333333]
2019-04-12 03:54:39,020 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.random.RandomDataImpl, methodName=org.apache.commons.math.random.RandomDataImpl{nextPoisson(D)J 0.0, lineNumber=426, susp=0.3333333333333333]
2019-04-12 03:54:42,236 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.ode.sampling.DummyStepInterpolator, methodName=org.apache.commons.math.ode.sampling.DummyStepInterpolator{computeInterpolatedStateAndDerivatives(DD)V 0.0, lineNumber=109, susp=0.2182178902359924]
2019-04-12 03:54:42,566 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.inference.ChiSquareTestImpl, methodName=org.apache.commons.math.stat.inference.ChiSquareTestImpl{chiSquareTest([D[J)D 0.0, lineNumber=118, susp=0.19245008972987526]
2019-04-12 03:54:43,257 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.inference.ChiSquareTestImpl, methodName=org.apache.commons.math.stat.inference.ChiSquareTestImpl{setDistribution(Lorg/apache/commons/math/distribution/ChiSquaredDistribution;)V 0.0, lineNumber=425, susp=0.16666666666666666]
2019-04-12 03:54:43,758 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.distribution.PoissonDistributionImpl, methodName=org.apache.commons.math.distribution.PoissonDistributionImpl{setNormalAndMeanInternal(Lorg/apache/commons/math/distribution/NormalDistribution;D)V 0.0, lineNumber=177, susp=0.1543033499620919]
2019-04-12 03:54:44,022 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.stat.Frequency, methodName=org.apache.commons.math.stat.Frequency{addValue(J)V 0.0, lineNumber=179, susp=0.14907119849998599]
2019-04-12 03:54:44,348 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.distribution.NormalDistributionImpl, methodName=org.apache.commons.math.distribution.NormalDistributionImpl{setMean(D)V 0.0, lineNumber=106, susp=0.14433756729740646]
2019-04-12 03:54:44,377 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.distribution.NormalDistributionImpl, methodName=org.apache.commons.math.distribution.NormalDistributionImpl{setStandardDeviation(D)V 0.0, lineNumber=132, susp=0.14433756729740646]
2019-04-12 03:54:44,581 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.distribution.ChiSquaredDistributionImpl, methodName=org.apache.commons.math.distribution.ChiSquaredDistributionImpl{setGammaInternal(Lorg/apache/commons/math/distribution/GammaDistribution;)V 0.0, lineNumber=257, susp=0.12909944487358055]
2019-04-12 03:54:44,918 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.distribution.ChiSquaredDistributionImpl, methodName=org.apache.commons.math.distribution.ChiSquaredDistributionImpl{setDegreesOfFreedom(D)V 0.0, lineNumber=94, susp=0.12309149097933272]
2019-04-12 03:54:47,295 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.ode.events.EventState, methodName=org.apache.commons.math.ode.events.EventState{access$000(Lorg/apache/commons/math/ode/events/EventState;)Lorg/apache/commons/math/ode/events/EventHandler; 0.0, lineNumber=42, susp=0.11973686801784993]
2019-04-12 03:54:47,485 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.ode.events.CombinedEventsManager, methodName=org.apache.commons.math.ode.events.CombinedEventsManager{evaluateStep(Lorg/apache/commons/math/ode/sampling/StepInterpolator;)Z 0.0, lineNumber=143, susp=0.11846977555181847]
2019-04-12 03:54:47,801 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.ode.events.CombinedEventsManager, methodName=org.apache.commons.math.ode.events.CombinedEventsManager{evaluateStep(Lorg/apache/commons/math/ode/sampling/StepInterpolator;)Z 0.0, lineNumber=168, susp=0.11846977555181847]
2019-04-12 03:54:47,805 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.ode.events.CombinedEventsManager, methodName=org.apache.commons.math.ode.events.CombinedEventsManager{stepAccepted(D[D)V 0.0, lineNumber=204, susp=0.11846977555181847]
2019-04-12 03:54:47,898 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.ode.events.CombinedEventsManager, methodName=org.apache.commons.math.ode.events.CombinedEventsManager{stop()Z 0.0, lineNumber=219, susp=0.11846977555181847]
2019-04-12 03:54:47,900 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.ode.events.CombinedEventsManager, methodName=org.apache.commons.math.ode.events.CombinedEventsManager{reset(D[D)Z 0.0, lineNumber=240, susp=0.11846977555181847]
2019-04-12 03:54:48,493 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.math.ode.events.EventState, methodName=org.apache.commons.math.ode.events.EventState{reinitializeBegin(D[D)V 0.0, lineNumber=154, susp=0.11785113019775793]
