2019-04-13 20:06:36,383 INFO main - command line arguments: [-jvm4testexecution  /usr/lib/jvm/java-1.7.0-openjdk-amd64/bin  -javacompliancelevel  8  -mode  jgenprog  -scope  package  -srcjavafolder  /src/java/  -srctestfolder  /src/test/  -binjavafolder  /target/classes/  -bintestfolder  /target/test-classes/  -location  defect4j_tests/lang_25/  -dependencies  ./examples/libs/junit-4.4.jar  -flthreshold  0.5  -maxtime  100  -stopfirst  true]
2019-04-13 20:06:37,240 INFO main - -Executing Gzoltar classpath: /home/jan_gerling/astor/./outputMutation/AstorMain-lang_25//bin//default from 89 classes with test cases
2019-04-13 20:06:37,240 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar fault localization: min susp value parameter: 0.5
2019-04-13 20:06:37,902 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - -gz-Adding classpath: [/home/jan_gerling/astor/./examples/libs/junit-4.4.jar, /home/jan_gerling/astor/./outputMutation/AstorMain-lang_25//bin//default]
2019-04-13 20:06:47,949 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.text.translate.EntityArraysTest#testISO8859_1_ESCAPE
2019-04-13 20:06:47,951 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.ConcurrentUtilsTest#testInitialize
2019-04-13 20:06:47,951 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.ConcurrentUtilsTest#testInitializeUnchecked
2019-04-13 20:06:47,951 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.ConcurrentUtilsTest#testInitializeUncheckedEx
2019-04-13 20:06:47,952 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.BasicThreadFactoryTest#testNewThreadNoDaemonFlag
2019-04-13 20:06:47,952 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.BasicThreadFactoryTest#testNewThreadDaemonTrue
2019-04-13 20:06:47,952 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.BasicThreadFactoryTest#testNewThreadNoPriority
2019-04-13 20:06:47,952 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.BasicThreadFactoryTest#testNewThreadNoExHandler
2019-04-13 20:06:47,952 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.BasicThreadFactoryTest#testNewThreadDaemonFalse
2019-04-13 20:06:47,952 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.BasicThreadFactoryTest#testNewThreadNamingPattern
2019-04-13 20:06:47,952 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.BasicThreadFactoryTest#testBuilderReset
2019-04-13 20:06:47,952 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.BasicThreadFactoryTest#testNewThreadExHandler
2019-04-13 20:06:47,952 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.BasicThreadFactoryTest#testNewThreadPriority
2019-04-13 20:06:47,952 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.BasicThreadFactoryTest#testNewThreadNoNamingPattern
2019-04-13 20:06:47,952 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.BasicThreadFactoryTest#testBuilderResetAfterBuild
2019-04-13 20:06:47,952 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.TimedSemaphoreTest#testAcquireMultipleThreads
2019-04-13 20:06:47,952 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.TimedSemaphoreTest#testGetAverageCallsPerPeriod
2019-04-13 20:06:47,952 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.TimedSemaphoreTest#testInit
2019-04-13 20:06:47,952 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.TimedSemaphoreTest#testShutdownSharedExecutorTask
2019-04-13 20:06:47,952 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.TimedSemaphoreTest#testShutdownMultipleTimes
2019-04-13 20:06:47,952 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.TimedSemaphoreTest#testAcquireNoLimit
2019-04-13 20:06:47,952 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.TimedSemaphoreTest#testShutdownSharedExecutorNoTask
2019-04-13 20:06:47,952 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.TimedSemaphoreTest#testAcquireLimit
2019-04-13 20:06:47,952 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.concurrent.TimedSemaphoreTest#testGetAvailablePermits
2019-04-13 20:06:47,953 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.event.EventListenerSupportTest#testSerialization
2019-04-13 20:06:47,953 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.event.EventListenerSupportTest#testGetListeners
2019-04-13 20:06:47,953 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Test failt: org.apache.commons.lang3.event.EventListenerSupportTest#testSubclassInvocationHandling
2019-04-13 20:06:47,955 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar Test Result Total:1742, fails: 27, GZoltar suspicious 8465
2019-04-13 20:06:47,993 INFO fr.inria.astor.core.faultlocalization.GZoltarFaultLocalization - Gzoltar found: 1000 with susp > 0.5, we consider: 1000
2019-04-13 20:06:48,005 INFO main - building model: /home/jan_gerling/astor/./outputMutation/AstorMain-lang_25//src//default, compliance level: 8
2019-04-13 20:06:52,428 INFO main - 
---- Initial suspicious size: 1000
2019-04-13 20:06:52,611 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.Validate, methodName=org.apache.commons.lang3.Validate{isTrue(ZLjava/lang/String;[Ljava/lang/Object;)V 0.0, lineNumber=154, susp=0.16012815380508716]
2019-04-13 20:06:52,619 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.event.EventListenerSupport, methodName=org.apache.commons.lang3.event.EventListenerSupport{initializeTransientFields(Ljava/lang/Class;Ljava/lang/ClassLoader;)V 0.0, lineNumber=275, susp=0.16012815380508716]
2019-04-13 20:06:52,623 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.event.EventListenerSupport, methodName=org.apache.commons.lang3.event.EventListenerSupport{createProxy(Ljava/lang/Class;Ljava/lang/ClassLoader;)V 0.0, lineNumber=284, susp=0.16012815380508716]
2019-04-13 20:06:52,624 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.event.EventListenerSupport, methodName=org.apache.commons.lang3.event.EventListenerSupport{createProxy(Ljava/lang/Class;Ljava/lang/ClassLoader;)V 0.0, lineNumber=285, susp=0.16012815380508716]
2019-04-13 20:06:52,656 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.event.EventListenerSupport, methodName=org.apache.commons.lang3.event.EventListenerSupport{addListener(Ljava/lang/Object;)V 0.0, lineNumber=185, susp=0.07273929674533079]
2019-04-13 20:06:52,689 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.SerializationUtils, methodName=org.apache.commons.lang3.SerializationUtils{serialize(Ljava/io/Serializable;Ljava/io/OutputStream;)V 0.0, lineNumber=127, susp=0.0]
2019-04-13 20:06:52,689 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.SerializationUtils, methodName=org.apache.commons.lang3.SerializationUtils{serialize(Ljava/io/Serializable;Ljava/io/OutputStream;)V 0.0, lineNumber=129, susp=0.0]
2019-04-13 20:06:52,697 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.SerializationUtils, methodName=org.apache.commons.lang3.SerializationUtils{deserialize(Ljava/io/InputStream;)Ljava/lang/Object; 0.0, lineNumber=183, susp=0.0]
2019-04-13 20:06:52,717 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.ObjectUtils, methodName=org.apache.commons.lang3.ObjectUtils{clone(Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=342, susp=0.0]
2019-04-13 20:06:52,730 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.ObjectUtils, methodName=org.apache.commons.lang3.ObjectUtils{identityToString(Ljava/lang/StringBuffer;Ljava/lang/Object;)V 0.0, lineNumber=225, susp=0.0]
2019-04-13 20:06:52,731 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.ObjectUtils, methodName=org.apache.commons.lang3.ObjectUtils{identityToString(Ljava/lang/StringBuffer;Ljava/lang/Object;)V 0.0, lineNumber=226, susp=0.0]
2019-04-13 20:06:52,732 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.ObjectUtils, methodName=org.apache.commons.lang3.ObjectUtils{identityToString(Ljava/lang/StringBuffer;Ljava/lang/Object;)V 0.0, lineNumber=227, susp=0.0]
2019-04-13 20:06:52,740 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.ObjectUtils, methodName=org.apache.commons.lang3.ObjectUtils{clone(Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=356, susp=0.0]
2019-04-13 20:06:52,747 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.ObjectUtils, methodName=org.apache.commons.lang3.ObjectUtils{clone(Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=348, susp=0.0]
2019-04-13 20:06:52,776 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.math.NumberUtils, methodName=org.apache.commons.lang3.math.NumberUtils{toFloat(Ljava/lang/String;F)F 0.0, lineNumber=234, susp=0.0]
2019-04-13 20:06:53,075 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.math.NumberUtils, methodName=org.apache.commons.lang3.math.NumberUtils{createNumber(Ljava/lang/String;)Ljava/lang/Number; 0.0, lineNumber=510, susp=0.0]
2019-04-13 20:06:53,079 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.math.NumberUtils, methodName=org.apache.commons.lang3.math.NumberUtils{createNumber(Ljava/lang/String;)Ljava/lang/Number; 0.0, lineNumber=512, susp=0.0]
2019-04-13 20:06:53,085 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.math.NumberUtils, methodName=org.apache.commons.lang3.math.NumberUtils{createNumber(Ljava/lang/String;)Ljava/lang/Number; 0.0, lineNumber=515, susp=0.0]
2019-04-13 20:06:53,096 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.math.NumberUtils, methodName=org.apache.commons.lang3.math.NumberUtils{createNumber(Ljava/lang/String;)Ljava/lang/Number; 0.0, lineNumber=534, susp=0.0]
2019-04-13 20:06:53,103 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.math.NumberUtils, methodName=org.apache.commons.lang3.math.NumberUtils{createNumber(Ljava/lang/String;)Ljava/lang/Number; 0.0, lineNumber=545, susp=0.0]
2019-04-13 20:06:53,118 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.math.NumberUtils, methodName=org.apache.commons.lang3.math.NumberUtils{createNumber(Ljava/lang/String;)Ljava/lang/Number; 0.0, lineNumber=568, susp=0.0]
2019-04-13 20:06:53,121 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.math.NumberUtils, methodName=org.apache.commons.lang3.math.NumberUtils{createNumber(Ljava/lang/String;)Ljava/lang/Number; 0.0, lineNumber=573, susp=0.0]
2019-04-13 20:06:53,132 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.math.NumberUtils, methodName=org.apache.commons.lang3.math.NumberUtils{createNumber(Ljava/lang/String;)Ljava/lang/Number; 0.0, lineNumber=588, susp=0.0]
2019-04-13 20:06:53,234 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.math.NumberUtils, methodName=org.apache.commons.lang3.math.NumberUtils{toLong(Ljava/lang/String;J)J 0.0, lineNumber=182, susp=0.0]
2019-04-13 20:06:53,240 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.math.NumberUtils, methodName=org.apache.commons.lang3.math.NumberUtils{toInt(Ljava/lang/String;I)I 0.0, lineNumber=133, susp=0.0]
2019-04-13 20:06:53,257 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.math.NumberUtils, methodName=org.apache.commons.lang3.math.NumberUtils{toByte(Ljava/lang/String;B)B 0.0, lineNumber=336, susp=0.0]
2019-04-13 20:06:53,376 INFO main - -any mod point created for suspicious Candidate [className=org.apache.commons.lang3.math.NumberUtils, methodName=org.apache.commons.lang3.math.NumberUtils{createNumber(Ljava/lang/String;)Ljava/lang/Number; 0.0, lineNumber=521, susp=0.0]
